type,client,tx,amount
deposit,313,29666,968.3791
resolve,246,18257,
withdrawal,292,29669,4809.3893
withdrawal,293,29670,2501.4618
deposit,360,29671,4178.0168
withdrawal,233,29672,1019.9354
deposit,35,29674,3216.0528
deposit,97,29675,816.3387
deposit,6,29676,8571.2598
deposit,240,29677,2494.9846
withdrawal,341,29678,5481.4588
withdrawal,122,29679,662.9104
deposit,41,29680,6059.4779
withdrawal,218,29681,8912.1426
dispute,345,22006,
withdrawal,360,29683,1082.2345
withdrawal,482,29684,7586.5026
chargeback,207,10585,
deposit,326,29686,2709.6218
deposit,311,29687,4585.2031
deposit,439,29688,2078.947
deposit,229,29689,8811.753
withdrawal,353,29690,1719.6578
withdrawal,365,29691,3848.9377
withdrawal,381,29692,7256.1259
deposit,175,29693,3496.1624
withdrawal,235,29694,6105.0072
withdrawal,170,29696,7512.4875
dispute,128,21459,
withdrawal,178,29698,5510.7428
deposit,192,29700,4248.8765
deposit,361,29701,4469.7113
deposit,145,29702,9879.4101
deposit,441,29703,4922.9321
withdrawal,235,29704,9036.994
withdrawal,500,29705,8635.581
deposit,417,29706,8834.3824
withdrawal,32,29707,8429.0293
deposit,392,29708,6414.5848
deposit,114,29709,9248.2405
chargeback,379,26936,
deposit,337,29711,942.7444
withdrawal,75,29712,1987.5187
withdrawal,486,29713,9672.1431
dispute,460,12475,
dispute,83,29451,
chargeback,496,28747,
withdrawal,398,29718,7944.1864
deposit,472,29719,8165.1295
withdrawal,76,29720,8219.7999
withdrawal,382,29721,9989.772
withdrawal,275,29722,7281.4955
withdrawal,477,29723,3975.5771
withdrawal,111,29724,7503.8982
deposit,468,29725,8487.949
withdrawal,182,29726,8746.399
withdrawal,203,29728,1133.8345
deposit,320,29729,7781.9639
deposit,356,29730,9921.1638
deposit,440,29731,5179.2601
withdrawal,425,29732,4225.5154
resolve,295,19319,
deposit,266,29734,1476.3903
deposit,3,29736,3622.7552
withdrawal,344,29737,8887.6247
withdrawal,309,29738,5397.1794
withdrawal,272,29739,6012.7378
chargeback,27,23276,
withdrawal,324,29741,7480.6964
deposit,168,29742,9387.686
deposit,318,29743,9492.6864
deposit,470,29744,9655.2438
withdrawal,63,29745,885.0011
deposit,163,29746,4765.2198
withdrawal,52,29747,5600.4884
withdrawal,493,29748,1798.4076
deposit,474,29749,806.2085
deposit,231,29750,9043.6069
withdrawal,437,29751,3314.1364
deposit,114,29752,3132.6987
withdrawal,440,29753,2078.8318
deposit,25,29754,7229.8982
withdrawal,437,29755,6468.0888
withdrawal,169,29756,9047.5209
deposit,428,29757,7146.0743
withdrawal,24,29759,5062.3621
deposit,145,29760,8728.3512
dispute,278,25632,
withdrawal,163,29762,3599.8509
deposit,303,29763,1316.8294
withdrawal,397,29764,8226.3531
deposit,299,29765,7948.0952
resolve,21,4448,
deposit,83,29767,855.0145
deposit,12,29768,867.0714
withdrawal,176,29769,7205.3072
deposit,465,29770,2058.3655
deposit,338,29771,2003.4694
withdrawal,260,29772,9763.5281
withdrawal,467,29773,9762.4117
withdrawal,41,29774,9128.7122
dispute,277,24689,
withdrawal,171,29776,5418.6341
deposit,348,29779,1932.7335
withdrawal,472,29781,863.8384
dispute,414,918,
withdrawal,410,29783,3694.4456
withdrawal,157,29784,1415.783
deposit,58,29785,1425.4659
dispute,158,29339,
deposit,334,29788,604.3572
deposit,47,29789,1232.749
withdrawal,222,29790,9478.7706
dispute,476,22396,
deposit,256,29792,5542.1187
chargeback,245,11776,
withdrawal,128,29794,6846.1176
deposit,260,29795,8693.0501
withdrawal,195,29796,6110.1991
withdrawal,20,29797,3063.8467
withdrawal,3,29798,4237.6181
withdrawal,79,29799,1266.0022
deposit,377,29800,3312.2937
dispute,364,8521,
withdrawal,378,29803,8929.9528
deposit,2,29804,6079.959
withdrawal,322,29805,5410.2995
dispute,451,10846,
deposit,139,29808,8120.0625
deposit,104,29809,8666.9403
deposit,69,29810,2634.1699
deposit,376,29811,9379.9052
withdrawal,11,29812,9035.7712
deposit,423,29813,4257.8767
deposit,80,29814,2193.987
deposit,236,29815,4952.9221
withdrawal,381,29816,8633.6254
withdrawal,364,29817,3069.7735
deposit,178,29818,3215.6657
deposit,134,29820,3723.1913
withdrawal,105,29821,8575.8609
dispute,383,12265,
dispute,267,12968,
withdrawal,385,29824,9481.3471
dispute,111,23562,
withdrawal,236,29826,675.1323
withdrawal,341,29828,2313.1233
withdrawal,42,29829,7595.2157
deposit,152,29830,1008.0137
withdrawal,92,29831,4048.7313
dispute,175,17124,
deposit,211,29833,8521.2218
deposit,308,29834,6965.6039
deposit,121,29835,494.3791
deposit,269,29836,1387.3908
chargeback,196,7814,
deposit,489,29838,5320.622
withdrawal,86,29839,3538.6664
withdrawal,225,29840,67.5032
chargeback,99,16069,
withdrawal,311,29842,8093.0936
withdrawal,41,29843,3761.169
dispute,195,3649,
deposit,271,29845,1803.4802
dispute,352,8830,
withdrawal,258,29847,7095.5961
deposit,405,29848,5531.9154
resolve,291,2952,
deposit,221,29850,5066.1285
deposit,56,29851,8525.0192
withdrawal,362,29852,1896.6041
deposit,18,29853,4387.3057
deposit,160,29854,5449.3279
deposit,150,29855,8718.7837
dispute,117,26533,
resolve,6,12736,
withdrawal,375,29858,8189.5107
withdrawal,69,29859,2653.1829
withdrawal,154,29860,2022.7245
withdrawal,318,29861,6131.3809
deposit,435,29862,5008.2734
withdrawal,259,29863,2540.9783
withdrawal,371,29864,7764.779
deposit,310,29865,4648.823
resolve,180,20150,
withdrawal,297,29868,1007.5254
resolve,53,28646,
resolve,336,9976,
deposit,16,29871,3574.3131
deposit,448,29872,7417.9607
dispute,123,789,
deposit,367,29875,8002.6556
withdrawal,295,29876,3321.653
deposit,76,29877,1461.6344
deposit,326,29879,1834.3358
deposit,370,29880,4314.6798
withdrawal,184,29881,9919.8817
chargeback,217,23242,
withdrawal,212,29883,8196.5951
deposit,207,29884,435.8191
deposit,7,29885,1398.6006
withdrawal,287,29886,7953.043
withdrawal,315,29887,2761.3803
withdrawal,275,29888,9755.8441
dispute,281,2595,
deposit,498,29891,8928.6593
withdrawal,206,29892,8316.0299
dispute,18,11592,
deposit,110,29894,4063.9198
deposit,26,29895,3574.9165
deposit,492,29896,3048.1213
resolve,164,4914,
withdrawal,84,29899,8882.7257
deposit,261,29900,3146.9258
withdrawal,270,29901,4143.5534
deposit,308,29903,3860.5152
resolve,90,17055,
dispute,308,16005,
dispute,129,27574,
dispute,309,17236,
deposit,52,29909,3087.7309
resolve,205,7790,
withdrawal,341,29912,6625.2869
withdrawal,8,29913,3714.8461
dispute,19,3885,
withdrawal,44,29915,5243.7575
withdrawal,452,29917,7100.041
deposit,141,29918,7822.5792
deposit,368,29919,2710.601
deposit,78,29920,8530.4205
dispute,121,1669,
withdrawal,265,29922,2260.4468
withdrawal,56,29923,244.3525
deposit,22,29925,1083.246
withdrawal,407,29926,6275.9429
chargeback,490,14248,
deposit,238,29928,993.7402
withdrawal,342,29929,9446.9525
withdrawal,8,29930,6409.1901
resolve,180,19618,
chargeback,298,14440,
deposit,210,29933,7060.1029
deposit,82,29934,8179.8482
deposit,444,29935,9302.4648
deposit,166,29936,1115.4091
deposit,284,29937,8531.7284
deposit,147,29938,7883.7199
dispute,255,15126,
resolve,117,26533,
withdrawal,113,29941,4551.0849
dispute,153,22786,
withdrawal,107,29944,6029.3892
deposit,188,29945,5588.8399
withdrawal,90,29946,1546.6906
chargeback,459,11544,
withdrawal,23,29948,4043.1502
withdrawal,159,29949,6219.4798
chargeback,362,15935,
dispute,344,25848,
withdrawal,161,29952,1205.3886
deposit,292,29953,153.1852
chargeback,275,22834,
withdrawal,64,29955,9661.903
withdrawal,422,29956,5095.5057
deposit,119,29957,4058.5219
withdrawal,305,29958,7431.6866
deposit,246,29959,188.3093
withdrawal,376,29960,5311.2245
withdrawal,357,29961,5626.0974
dispute,96,6037,
withdrawal,283,29963,9880.3871
deposit,444,29964,7486.9155
deposit,168,29965,7123.5694
withdrawal,448,29966,1310.854
deposit,291,29968,6192.3232
withdrawal,371,29969,785.4239
deposit,362,29970,3105.5044
chargeback,111,23562,
dispute,472,29522,
withdrawal,356,29974,4020.203
withdrawal,132,29975,5520.041
deposit,203,29977,9343.4158
withdrawal,90,29979,2173.5608
chargeback,231,27298,
deposit,276,29981,6861.2549
withdrawal,32,29982,4498.2977
withdrawal,21,29983,8534.4717
withdrawal,486,29984,9848.8904
withdrawal,237,29985,6674.8222
dispute,171,8517,
deposit,17,29987,891.7634
withdrawal,165,29991,2639.5
deposit,368,29992,1310.6032
resolve,4,10031,
chargeback,133,17177,
withdrawal,425,29996,9790.0429
dispute,196,21102,
withdrawal,429,29998,3625.1728
deposit,262,29999,8183.6155
deposit,342,30000,7259.6016
resolve,181,20266,
deposit,491,30003,5013.0528
dispute,69,20598,
withdrawal,57,30005,327.3238
deposit,324,30006,643.6331
resolve,499,17917,
deposit,88,30008,7089.4533
deposit,172,30009,2262.8061
withdrawal,284,30010,9295.37
withdrawal,363,30011,8583.5438
withdrawal,295,30012,9095.8657
deposit,394,30013,4800.1987
deposit,27,30014,5932.4983
deposit,231,30015,4890.7139
deposit,69,30016,3920.0717
deposit,205,30017,2370.0501
withdrawal,160,30018,440.6602
withdrawal,449,30019,9418.6905
resolve,40,13815,
deposit,423,30021,5336.5522
withdrawal,306,30022,9819.43
withdrawal,269,30023,9496.2287
deposit,441,30024,4133.8556
dispute,417,16553,
deposit,404,30026,5569.6633
deposit,283,30027,9974.9842
withdrawal,223,30029,8257.5502
deposit,267,30030,7505.3688
deposit,345,30031,1940.791
chargeback,451,10846,
deposit,404,30035,9343.0456
dispute,145,25783,
deposit,94,30037,8522.8052
withdrawal,387,30038,1829.1169
deposit,383,30040,1234.6279
deposit,365,30041,2063.1544
deposit,465,30043,5009.26
dispute,332,28121,
withdrawal,312,30045,5849.1227
chargeback,195,3649,
deposit,67,30048,3405.69
dispute,492,6591,
withdrawal,25,30050,1744.5452
dispute,121,29835,
withdrawal,498,30052,7880.4897
deposit,443,30053,4041.3402
withdrawal,158,30054,5015.1079
withdrawal,137,30055,1235.6473
withdrawal,82,30056,5836.1708
withdrawal,46,30057,8835.0972
withdrawal,224,30058,7819.2835
deposit,133,30059,1134.9836
deposit,420,30060,910.2109
deposit,64,30062,5720.9685
dispute,471,12989,
deposit,441,30064,1179.4295
deposit,109,30065,23.8128
deposit,138,30066,7753.4151
deposit,427,30067,8085.7966
deposit,493,30068,790.295
deposit,462,30069,3513.4593
resolve,145,25783,
chargeback,500,14797,
chargeback,144,24007,
deposit,162,30073,2962.2973
deposit,109,30074,5012.16
withdrawal,10,30076,4334.4015
chargeback,23,1282,
withdrawal,328,30078,2626.9746
withdrawal,314,30079,4157.5608
withdrawal,137,30080,4542.2906
deposit,335,30081,4047.3986
chargeback,395,13267,
withdrawal,400,30083,6007.0821
withdrawal,39,30085,9370.3021
dispute,348,27843,
deposit,132,30087,7386.8516
chargeback,253,16471,
withdrawal,490,30089,1227.369
deposit,298,30090,2253.0273
withdrawal,193,30091,6205.3964
deposit,481,30092,7959.7517
deposit,69,30093,3079.586
withdrawal,382,30094,2589.812
deposit,321,30095,6630.8586
deposit,96,30096,2621.5
withdrawal,82,30097,3092.6675
dispute,156,2721,
deposit,85,30099,6801.7635
deposit,451,30100,1203.2973
withdrawal,69,30101,1487.9896
deposit,2,30102,7363.079
withdrawal,222,30103,7107.6871
withdrawal,165,30104,7328.7442
withdrawal,102,30105,5138.2875
dispute,499,21150,
resolve,93,1239,
deposit,329,30108,4771.0948
withdrawal,363,30109,4497.6084
withdrawal,258,30110,4139.4301
dispute,97,27754,
withdrawal,200,30112,9320.0284
deposit,436,30113,4731.3402
withdrawal,210,30114,4633.9414
chargeback,164,24296,
withdrawal,14,30116,1776.6787
withdrawal,341,30117,5015.8709
withdrawal,232,30118,4672.3101
dispute,208,6548,
deposit,134,30120,1456.0474
deposit,50,30121,1368.4987
withdrawal,40,30122,8698.5521
dispute,424,234,
chargeback,173,10121,
withdrawal,460,30125,380.6499
deposit,226,30126,5715.3203
withdrawal,349,30127,1548.339
withdrawal,159,30128,7174.1019
dispute,185,24541,
deposit,286,30130,3510.5576
withdrawal,222,30131,2826.22
chargeback,207,11944,
deposit,78,30133,2040.754
withdrawal,441,30134,8524.6989
withdrawal,469,30135,8899.6416
dispute,133,8637,
withdrawal,290,30137,3656.7295
dispute,296,13856,
dispute,112,19865,
dispute,450,25908,
deposit,272,30141,4094.5132
withdrawal,236,30142,8609.0597
deposit,463,30143,8652.3395
resolve,453,9083,
chargeback,400,9848,
withdrawal,428,30146,7991.5859
deposit,315,30147,4611.217
deposit,296,30148,9518.3612
withdrawal,57,30149,2126.2852
withdrawal,320,30152,4168.833
deposit,135,30153,2229.7028
deposit,299,30154,1982.97
deposit,53,30155,2494.5013
withdrawal,286,30156,4102.997
withdrawal,320,30157,4565.8516
deposit,20,30158,471.765
withdrawal,265,30159,8392.1821
chargeback,31,960,
dispute,434,18373,
chargeback,443,13937,
deposit,218,30163,5581.9303
resolve,417,16553,
resolve,77,18952,
withdrawal,95,30167,8437.3589
deposit,377,30168,9296.7352
withdrawal,56,30169,8298.184
deposit,214,30170,9643.4369
withdrawal,48,30171,1073.7378
dispute,337,18435,
resolve,101,24010,
deposit,14,30174,1527.8103
withdrawal,337,30175,82.0683
deposit,13,30176,5524.5074
dispute,127,22271,
dispute,433,15698,
deposit,392,30180,5562.5619
dispute,185,25738,
deposit,107,30182,8882.165
withdrawal,439,30183,1699.8591
deposit,172,30184,9174.5569
deposit,473,30185,8880.4706
resolve,348,27843,
dispute,243,8277,
deposit,404,30188,6948.0729
withdrawal,242,30189,954.3801
deposit,405,30190,1777.0655
deposit,110,30191,9182.5277
withdrawal,304,30192,602.0263
withdrawal,440,30193,8160.7013
dispute,54,10827,
resolve,423,10503,
withdrawal,165,30196,5660.3669
withdrawal,82,30198,81.5698
withdrawal,429,30199,6595.2308
withdrawal,480,30200,135.3184
dispute,474,20147,
chargeback,468,6189,
deposit,172,30204,3610.4229
resolve,29,28150,
withdrawal,232,30206,9244.0748
deposit,329,30207,5721.7481
withdrawal,418,30208,727.8847
deposit,485,30209,2219.6069
withdrawal,224,30210,7702.1691
deposit,415,30211,9798.3387
withdrawal,319,30212,6660.9754
withdrawal,393,30213,2652.447
withdrawal,193,30214,9891.5119
deposit,194,30215,1672.7397
withdrawal,256,30216,2496.6569
withdrawal,470,30217,1595.1069
withdrawal,400,30218,1046.3713
withdrawal,265,30219,3777.7125
resolve,374,26597,
deposit,4,30221,8222.6187
chargeback,216,2798,
deposit,98,30223,1711.1274
deposit,185,30225,5288.5459
deposit,359,30227,1561.1297
resolve,74,26697,
deposit,141,30229,1750.4647
deposit,76,30230,5685.0752
deposit,350,30231,2158.7524
deposit,331,30232,6945.7971
withdrawal,203,30233,7214.0098
withdrawal,374,30234,4759.6022
dispute,418,5711,
withdrawal,356,30236,4054.1498
withdrawal,67,30238,6892.3663
deposit,63,30239,9530.8088
deposit,86,30240,4613.3528
withdrawal,187,30241,1007.9554
withdrawal,41,30242,5381.8558
deposit,235,30243,818.9165
withdrawal,105,30244,6385.1396
withdrawal,206,30245,2757.3513
dispute,341,13689,
withdrawal,37,30248,4053.1166
withdrawal,283,30249,715.78
withdrawal,485,30250,6003.6785
withdrawal,250,30251,652.157
withdrawal,244,30252,5980.1601
withdrawal,200,30253,3006.6205
withdrawal,473,30254,7306.1124
deposit,445,30255,1940.5451
withdrawal,43,30256,7188.0877
deposit,452,30257,3106.3786
withdrawal,323,30258,1196.5853
dispute,103,12346,
withdrawal,412,30260,2736.8284
deposit,277,30261,4215.2465
dispute,35,19769,
withdrawal,439,30263,8193.3955
resolve,46,6379,
withdrawal,481,30265,9144.6092
withdrawal,85,30266,7485.6205
deposit,72,30267,7370.1954
withdrawal,429,30268,9604.5566
resolve,77,25758,
dispute,467,2437,
dispute,63,5135,
withdrawal,472,30272,2208.3151
deposit,320,30273,3245.3304
withdrawal,308,30274,8292.5992
withdrawal,328,30275,2889.0317
withdrawal,251,30276,3129.8184
deposit,339,30277,7481.625
withdrawal,39,30278,189.5398
withdrawal,456,30280,2781.6401
withdrawal,236,30281,7411.0198
withdrawal,70,30282,6035.3079
chargeback,445,14844,
dispute,85,14413,
deposit,381,30286,8651.6085
withdrawal,155,30287,6888.132
withdrawal,41,30288,8578.4452
withdrawal,418,30289,2281.0617
withdrawal,430,30290,4789.9504
deposit,185,30291,4177.2209
deposit,70,30292,9066.9927
dispute,83,14261,
deposit,410,30294,8703.7631
dispute,346,14871,
chargeback,241,16956,
withdrawal,482,30297,2139.3138
deposit,84,30298,3803.2907
withdrawal,431,30299,2364.1998
withdrawal,357,30301,1362.8634
deposit,1,30304,4223.6808
deposit,82,30305,8230.7384
deposit,311,30307,5726.6741
deposit,211,30309,7473.9641
chargeback,260,3965,
deposit,12,30311,2602.1037
withdrawal,237,30313,9199.3434
dispute,243,1394,
deposit,123,30315,5403.4498
deposit,346,30316,1074.5631
deposit,358,30317,3376.2609
withdrawal,283,30318,1360.535
deposit,390,30319,692.8646
withdrawal,237,30320,228.5771
deposit,393,30321,5073.104
withdrawal,310,30322,9709.5918
deposit,121,30323,7047.464
deposit,328,30324,4348.3264
deposit,382,30325,2268.7653
dispute,384,15848,
withdrawal,469,30327,9278.1655
withdrawal,237,30328,4490.0715
resolve,148,20722,
deposit,228,30330,3546.8593
withdrawal,452,30331,7379.1926
withdrawal,408,30332,9760.9438
withdrawal,391,30333,4185.9062
resolve,5,610,
chargeback,77,20794,
deposit,162,30338,9582.0133
chargeback,73,22029,
resolve,121,29835,
deposit,413,30342,9492.7156
withdrawal,190,30343,1469.9317
deposit,161,30344,6750.8371
withdrawal,253,30345,4927.4635
withdrawal,469,30346,5189.5598
withdrawal,120,30347,8390.2603
chargeback,44,13804,
deposit,496,30349,8298.5735
deposit,160,30350,469.2978
deposit,405,30351,420.2982
withdrawal,193,30353,6947.3417
resolve,224,14490,
withdrawal,417,30355,5404.7759
withdrawal,472,30356,8476.1837
dispute,396,188,
withdrawal,128,30358,1671.6231
withdrawal,248,30359,6340.4284
dispute,107,7649,
withdrawal,6,30361,8004.1323
deposit,375,30362,718.2505
deposit,69,30363,8250.1849
dispute,198,23019,
withdrawal,337,30365,3101.325
withdrawal,284,30366,5250.3943
deposit,448,30367,3954.0774
dispute,495,28690,
dispute,404,19000,
withdrawal,312,30370,7170.925
deposit,393,30372,1701.7803
deposit,169,30373,6211.8854
withdrawal,184,30374,5975.8363
withdrawal,249,30375,8036.0294
deposit,384,30377,2048.7262
deposit,470,30378,8162.857
deposit,293,30379,2250.3539
deposit,480,30380,2227.4011
deposit,386,30381,689.101
deposit,261,30382,6853.5553
deposit,7,30383,5156.8746
withdrawal,472,30384,3058.2095
withdrawal,148,30385,5382.3635
deposit,334,30386,9645.983
deposit,414,30387,5730.6967
withdrawal,74,30388,1205.9244
deposit,446,30390,7872.9431
deposit,397,30392,8986.0036
deposit,110,30393,9968.925
chargeback,475,19030,
withdrawal,303,30395,615.1249
deposit,2,30396,2524.0701
deposit,368,30397,3287.6082
withdrawal,188,30398,842.1327
withdrawal,209,30399,7697.9467
withdrawal,337,30400,8803.817
resolve,444,27728,
deposit,165,30403,311.7379
withdrawal,111,30404,1435.3503
deposit,32,30405,7665.4778
deposit,252,30406,5555.4824
deposit,177,30407,8018.7036
deposit,72,30408,9903.369
deposit,87,30410,1356.6794
deposit,66,30411,3689.4904
deposit,425,30412,4477.8418
dispute,34,25817,
dispute,177,11892,
withdrawal,380,30415,8307.319
deposit,205,30416,1809.8307
deposit,17,30418,8729.0317
deposit,433,30419,7022.9401
withdrawal,171,30420,6868.9607
deposit,287,30422,8962.2777
deposit,448,30423,5074.2737
withdrawal,357,30424,1587.9072
resolve,73,1779,
dispute,253,11902,
withdrawal,294,30427,8560.6178
withdrawal,366,30428,4416.2238
resolve,498,26469,
withdrawal,294,30430,13.5706
deposit,270,30431,946.8545
deposit,324,30432,9055.7186
chargeback,128,21459,
withdrawal,315,30434,8946.1426
deposit,77,30435,4829.7548
deposit,87,30436,8521.4317
chargeback,60,15243,
withdrawal,64,30438,8304.8782
withdrawal,342,30439,7361.8969
deposit,137,30440,9128.5474
withdrawal,99,30442,8907.2011
deposit,469,30443,1066.4676
deposit,303,30444,3494.6941
withdrawal,56,30445,8023.6174
withdrawal,218,30446,8082.9629
deposit,129,30447,5828.1051
deposit,403,30448,7753.4217
withdrawal,455,30449,9439.7219
dispute,257,15910,
withdrawal,42,30452,3060.3614
withdrawal,466,30453,980.7904
withdrawal,448,30454,3197.9799
deposit,482,30455,2574.7045
dispute,130,1097,
